code,mistralai/Mistral-7B-v0.3_max,mistralai/Mistral-7B-v0.3_mean,avg
mnk_Latn,0.0194,0.0068,0.0194
far_Latn,0.0291,0.0112,0.0291
bzd_Latn,0.0194,0.0044,0.0194
cpa_Latn,0.0194,0.0065,0.0194
tel_Telu,0.0097,0.0018,0.0097
luo_Latn,0.0194,0.0079,0.0194
ojb_Cans,0.0194,0.0006,0.0194
bim_Latn,0.0291,0.0097,0.0291
awb_Latn,0.0,0.0,0.0
arl_Latn,0.0194,0.0082,0.0194
zlm_Latn,0.5728,0.2574,0.5728
wmw_Latn,0.0388,0.0103,0.0388
ntu_Latn,0.0097,0.0009,0.0097
sah_Cyrl,0.0194,0.0041,0.0194
seh_Latn,0.0194,0.0082,0.0194
nwb_Latn,0.0097,0.0024,0.0097
sot_Latn,0.0291,0.0109,0.0291
gde_Latn,0.0194,0.0079,0.0194
epo_Latn,0.2718,0.1127,0.2718
lit_Latn,0.1456,0.0559,0.1456
mcq_Latn,0.0097,0.0003,0.0097
mpx_Latn,0.0097,0.0074,0.0097
upv_Latn,0.0194,0.0059,0.0194
nnw_Latn,0.0097,0.0018,0.0097
hak_Latn,0.0097,0.0032,0.0097
usa_Latn,0.0097,0.0009,0.0097
war_Latn,0.068,0.0218,0.068
mva_Latn,0.0291,0.0094,0.0291
zpv_Latn,0.0194,0.0053,0.0194
sim_Latn,0.0,0.0,0.0
ptu_Latn,0.0291,0.0135,0.0291
toc_Latn,0.0194,0.0015,0.0194
lom_Latn,0.0097,0.0024,0.0097
kms_Latn,0.0194,0.0059,0.0194
bth_Latn,0.0388,0.0129,0.0388
mai_Deva,0.0583,0.0127,0.0583
zav_Latn,0.0097,0.0024,0.0097
guk_Ethi,0.0,0.0,0.0
kkj_Latn,0.0194,0.0065,0.0194
aoi_Latn,0.0097,0.0003,0.0097
nyn_Latn,0.0388,0.0103,0.0388
qve_Latn,0.0194,0.0085,0.0194
aeu_Latn,0.0097,0.0006,0.0097
ifu_Latn,0.0291,0.0097,0.0291
ncl_Latn,0.0194,0.0062,0.0194
cbv_Latn,0.0194,0.0065,0.0194
poi_Latn,0.0194,0.0065,0.0194
caa_Latn,0.0097,0.0038,0.0097
bkd_Latn,0.0194,0.0103,0.0194
srq_Latn,0.0097,0.005,0.0097
bnj_Latn,0.0097,0.0029,0.0097
ape_Latn,0.0194,0.0071,0.0194
gog_Latn,0.0097,0.0021,0.0097
mil_Latn,0.0194,0.0024,0.0194
kvn_Latn,0.0194,0.005,0.0194
ndj_Latn,0.0194,0.01,0.0194
spy_Latn,0.0,0.0,0.0
att_Latn,0.0097,0.0085,0.0097
hmo_Latn,0.0388,0.0103,0.0388
pma_Latn,0.0097,0.0006,0.0097
byr_Latn,0.0194,0.0012,0.0194
adj_Latn,0.0194,0.0024,0.0194
pan_Guru,0.0,0.0,0.0
sil_Latn,0.0194,0.0094,0.0194
bsn_Latn,0.0194,0.0053,0.0194
anv_Latn,0.0194,0.0074,0.0194
lol_Latn,0.0097,0.0065,0.0097
tob_Latn,0.0194,0.0062,0.0194
efi_Latn,0.0291,0.0091,0.0291
nho_Latn,0.0388,0.0118,0.0388
run_Latn,0.0388,0.0135,0.0388
nma_Latn,0.0097,0.0041,0.0097
pad_Latn,0.0291,0.0068,0.0291
qxh_Latn,0.0291,0.0106,0.0291
mcp_Latn,0.0194,0.0029,0.0194
otm_Latn,0.0194,0.0062,0.0194
cab_Latn,0.0388,0.01,0.0388
cbu_Latn,0.0,0.0,0.0
emi_Latn,0.0291,0.0065,0.0291
bhp_Latn,0.0194,0.0103,0.0194
sbl_Latn,0.0291,0.0103,0.0291
dwr_Latn,0.0097,0.0026,0.0097
cwe_Latn,0.0291,0.0121,0.0291
sgb_Latn,0.0388,0.0118,0.0388
old_Latn,0.0291,0.0035,0.0291
pis_Latn,0.0485,0.0203,0.0485
aym_Latn,0.0291,0.0138,0.0291
azz_Latn,0.0097,0.0065,0.0097
lhi_Latn,0.0097,0.0003,0.0097
eve_Cyrl,0.0194,0.0059,0.0194
lif_Limb,0.0,0.0,0.0
mbl_Latn,0.0097,0.0021,0.0097
kng_Latn,0.0097,0.0015,0.0097
kki_Latn,0.0194,0.0038,0.0194
shp_Latn,0.0194,0.0094,0.0194
sxn_Latn,0.0194,0.0065,0.0194
wap_Latn,0.0194,0.0041,0.0194
inb_Latn,0.0194,0.0085,0.0194
gai_Latn,0.0097,0.0021,0.0097
mej_Latn,0.0291,0.0094,0.0291
zpt_Latn,0.0291,0.0103,0.0291
kia_Latn,0.0194,0.0065,0.0194
yml_Latn,0.0097,0.0012,0.0097
otn_Latn,0.0291,0.0115,0.0291
gdg_Latn,0.0388,0.0144,0.0388
pag_Latn,0.0388,0.0156,0.0388
msm_Latn,0.0194,0.0074,0.0194
tpm_Latn,0.0194,0.0094,0.0194
ces_Latn,0.6796,0.3363,0.6796
tsz_Latn,0.0194,0.0044,0.0194
arn_Latn,0.0291,0.0074,0.0291
ndi_Latn,0.0194,0.0024,0.0194
bov_Latn,0.0194,0.0056,0.0194
iry_Latn,0.0194,0.0074,0.0194
roo_Latn,0.0097,0.0021,0.0097
mio_Latn,0.0291,0.0082,0.0291
cpc_Latn,0.0291,0.0138,0.0291
adi_Latn,0.0194,0.0115,0.0194
fry_Latn,0.1068,0.0362,0.1068
ded_Latn,0.0097,0.0006,0.0097
ksc_Latn,0.0291,0.0159,0.0291
tuc_Latn,0.0194,0.0071,0.0194
zia_Latn,0.0291,0.0065,0.0291
pir_Latn,0.0097,0.0026,0.0097
lac_Latn,0.0194,0.0091,0.0194
acn_Latn,0.0194,0.0032,0.0194
tbz_Latn,0.0097,0.0003,0.0097
kbc_Latn,0.0194,0.0038,0.0194
qup_Latn,0.0194,0.0085,0.0194
cac_Latn,0.0291,0.0141,0.0291
cbt_Latn,0.0,0.0,0.0
mtj_Latn,0.0291,0.01,0.0291
tyv_Cyrl,0.0194,0.0035,0.0194
zat_Latn,0.0194,0.0091,0.0194
jam_Latn,0.0971,0.0147,0.0971
maz_Latn,0.0194,0.0059,0.0194
knf_Latn,0.0097,0.0041,0.0097
gug_Latn,0.0291,0.0103,0.0291
lif_Deva,0.0194,0.0012,0.0194
con_Latn,0.0194,0.0088,0.0194
cly_Latn,0.0291,0.0076,0.0291
bak_Cyrl,0.0291,0.0065,0.0291
mcr_Latn,0.0194,0.0021,0.0194
tiy_Latn,0.0291,0.0091,0.0291
hra_Latn,0.0097,0.0041,0.0097
gah_Latn,0.0097,0.0012,0.0097
zpu_Latn,0.0194,0.0103,0.0194
uig_Arab,0.0194,0.0018,0.0194
uvl_Latn,0.0194,0.0076,0.0194
naf_Latn,0.0194,0.0015,0.0194
ksb_Latn,0.0194,0.0065,0.0194
nbq_Latn,0.0097,0.0038,0.0097
cpb_Latn,0.0291,0.0106,0.0291
ita_Latn,0.8252,0.5075,0.8252
adh_Latn,0.0291,0.01,0.0291
ron_Latn,0.6019,0.2783,0.6019
min_Latn,0.0291,0.0129,0.0291
cul_Latn,0.0,0.0,0.0
wnc_Latn,0.0097,0.0003,0.0097
