code,Qwen/Qwen3-Embedding-0.6B_max,Qwen/Qwen3-Embedding-0.6B_mean,avg
sin_Sinh,0.0291,0.0084,0.0291
yka_Latn,0.0583,0.01,0.0583
mfi_Latn,0.0194,0.0047,0.0194
tlb_Latn,0.0388,0.0107,0.0388
kjb_Latn,0.0291,0.0121,0.0291
nko_Latn,0.0291,0.005,0.0291
nhx_Latn,0.0777,0.0211,0.0777
nas_Latn,0.0291,0.005,0.0291
fad_Latn,0.0485,0.0104,0.0485
xho_Latn,0.0291,0.0134,0.0291
ceg_Latn,0.0874,0.0124,0.0874
tsn_Latn,0.0291,0.0107,0.0291
kri_Latn,0.0971,0.0248,0.0971
qvs_Latn,0.0777,0.0151,0.0777
dtp_Latn,0.0388,0.0084,0.0388
trp_Latn,0.0194,0.003,0.0194
mrg_Latn,0.0194,0.0074,0.0194
uri_Latn,0.0097,0.001,0.0097
tke_Latn,0.0291,0.0114,0.0291
smk_Latn,0.0388,0.0134,0.0388
pps_Latn,0.0583,0.0157,0.0583
hus_Latn,0.0583,0.0127,0.0583
mgw_Latn,0.0291,0.0107,0.0291
khk_Latn,0.0194,0.008,0.0194
bqp_Latn,0.0291,0.0064,0.0291
tnk_Latn,0.0097,0.0047,0.0097
ban_Latn,0.0874,0.0191,0.0874
nif_Latn,0.0194,0.005,0.0194
mua_Latn,0.0485,0.011,0.0485
nhy_Latn,0.068,0.0204,0.068
mfh_Latn,0.0291,0.0151,0.0291
loz_Latn,0.0291,0.0134,0.0291
ben_Beng,0.6796,0.1942,0.6796
gdr_Latn,0.068,0.0127,0.068
xbr_Latn,0.0194,0.0017,0.0194
mcf_Latn,0.0194,0.0013,0.0194
tim_Latn,0.0194,0.0037,0.0194
vmy_Latn,0.0388,0.0167,0.0388
zom_Latn,0.0777,0.0244,0.0777
tso_Latn,0.0291,0.0167,0.0291
miz_Latn,0.0388,0.0124,0.0388
cux_Latn,0.068,0.0161,0.068
gnn_Latn,0.0097,0.0007,0.0097
moc_Latn,0.0291,0.009,0.0291
heb_Hebr,0.5728,0.2718,0.5728
lef_Latn,0.0583,0.0167,0.0583
mlt_Latn,0.068,0.0238,0.068
nbe_Latn,0.0583,0.0137,0.0583
atb_Latn,0.0291,0.0087,0.0291
hnn_Latn,0.0485,0.0161,0.0485
ssx_Latn,0.0,0.0,0.0
mam_Latn,0.0388,0.0087,0.0388
bgt_Latn,0.0388,0.0164,0.0388
gup_Latn,0.0583,0.0114,0.0583
zac_Latn,0.0291,0.0127,0.0291
bam_Latn,0.0291,0.0137,0.0291
yor_Latn,0.1068,0.0264,0.1068
yle_Latn,0.0194,0.0013,0.0194
qug_Latn,0.0485,0.0141,0.0485
dts_Latn,0.0291,0.0057,0.0291
lgm_Latn,0.0291,0.0087,0.0291
tdt_Latn,0.0583,0.0211,0.0583
kac_Latn,0.0291,0.0077,0.0291
krj_Latn,0.0971,0.0368,0.0971
bkq_Latn,0.0583,0.0154,0.0583
cat_Latn,0.7573,0.3994,0.7573
cbc_Latn,0.0388,0.0097,0.0388
dgz_Latn,0.0194,0.006,0.0194
myv_Cyrl,0.0194,0.0033,0.0194
bmh_Latn,0.0291,0.0074,0.0291
ven_Latn,0.0388,0.0164,0.0388
asg_Latn,0.0194,0.005,0.0194
kwd_Latn,0.0291,0.009,0.0291
lat_Latn,0.6796,0.3632,0.6796
gor_Latn,0.0485,0.0121,0.0485
rmq_Latn,0.0971,0.0422,0.0971
ctd_Latn,0.0583,0.0164,0.0583
gle_Latn,0.0097,0.0037,0.0097
miy_Latn,0.0388,0.0047,0.0388
blw_Latn,0.0388,0.0144,0.0388
naq_Latn,0.0291,0.0054,0.0291
ghe_Deva,0.0388,0.0054,0.0388
ata_Latn,0.0194,0.0037,0.0194
ziw_Latn,0.0291,0.009,0.0291
dar_Cyrl,0.0097,0.001,0.0097
itv_Latn,0.0874,0.0191,0.0874
kck_Latn,0.0388,0.0114,0.0388
kxm_Thai,0.0097,0.0027,0.0097
cpu_Latn,0.0388,0.0137,0.0388
lee_Latn,0.0194,0.0087,0.0194
nxd_Latn,0.0194,0.0094,0.0194
wro_Latn,0.0388,0.0114,0.0388
kiw_Latn,0.0194,0.004,0.0194
mfk_Latn,0.0291,0.0084,0.0291
hto_Latn,0.0194,0.0033,0.0194
cmn_Hani,0.9806,0.6287,0.9806
zul_Latn,0.0388,0.0177,0.0388
dyi_Latn,0.0291,0.0044,0.0291
wwa_Latn,0.0097,0.0007,0.0097
hrv_Latn,0.6019,0.2213,0.6019
bre_Latn,0.068,0.0181,0.068
nzm_Latn,0.0388,0.0097,0.0388
alj_Latn,0.0485,0.0124,0.0485
lmp_Latn,0.0097,0.002,0.0097
bel_Cyrl,0.4951,0.1694,0.4951
kxw_Latn,0.0388,0.0077,0.0388
zab_Latn,0.068,0.0234,0.068
gvf_Latn,0.0194,0.0054,0.0194
guq_Latn,0.0291,0.01,0.0291
kmg_Latn,0.0388,0.0094,0.0388
ubu_Latn,0.0194,0.0047,0.0194
izz_Latn,0.0194,0.0064,0.0194
mal_Latn,0.0,0.0,0.0
jni_Latn,0.0194,0.0057,0.0194
agx_Cyrl,0.0194,0.0067,0.0194
kdl_Latn,0.0194,0.0077,0.0194
tbl_Latn,0.0097,0.0037,0.0097
nep_Deva,0.2816,0.0656,0.2816
taj_Deva,0.0194,0.003,0.0194
fuh_Latn,0.0291,0.011,0.0291
swk_Latn,0.0291,0.0094,0.0291
bhg_Latn,0.068,0.0177,0.068
ifa_Latn,0.0583,0.0147,0.0583
lgl_Latn,0.068,0.0214,0.068
quf_Latn,0.0485,0.0187,0.0485
uig_Cyrl,0.0194,0.0033,0.0194
kab_Latn,0.0291,0.009,0.0291
ria_Latn,0.0485,0.008,0.0485
moa_Latn,0.0194,0.003,0.0194
des_Latn,0.0291,0.0087,0.0291
tpz_Latn,0.0388,0.0064,0.0388
suc_Latn,0.0291,0.0077,0.0291
boa_Latn,0.0097,0.0017,0.0097
wnu_Latn,0.0194,0.008,0.0194
kbd_Cyrl,0.0194,0.0037,0.0194
tcs_Latn,0.0485,0.0151,0.0485
slv_Latn,0.6311,0.2749,0.6311
mcd_Latn,0.0485,0.0084,0.0485
lia_Latn,0.0194,0.0077,0.0194
nnb_Latn,0.0388,0.0087,0.0388
pap_Latn,0.2233,0.0763,0.2233
mpm_Latn,0.068,0.0184,0.068
wbp_Latn,0.0,0.0,0.0
cjv_Latn,0.0,0.0,0.0
gbi_Latn,0.0388,0.0137,0.0388
amu_Latn,0.0485,0.011,0.0485
zpc_Latn,0.0583,0.0154,0.0583
