code,FacebookAI/xlm-roberta-base_max,FacebookAI/xlm-roberta-base_mean,avg
bsc_Latn,0.0097,0.0045,0.0097
gag_Latn,0.1359,0.0717,0.1359
too_Latn,0.0097,0.0022,0.0097
zpz_Latn,0.0,0.0,0.0
xtn_Latn,0.0,0.0,0.0
wbi_Latn,0.0097,0.0022,0.0097
kzf_Latn,0.0097,0.0052,0.0097
cjo_Latn,0.0,0.0,0.0
aze_Cyrl,0.0,0.0,0.0
kyq_Latn,0.0,0.0,0.0
dov_Latn,0.0,0.0,0.0
hag_Latn,0.0097,0.0007,0.0097
chv_Cyrl,0.0,0.0,0.0
mpt_Latn,0.0,0.0,0.0
est_Latn,0.5728,0.2756,0.5728
aai_Latn,0.0097,0.0022,0.0097
cuc_Latn,0.0097,0.0007,0.0097
ngp_Latn,0.0194,0.0082,0.0194
mzh_Latn,0.0097,0.0022,0.0097
krc_Cyrl,0.0291,0.0067,0.0291
box_Latn,0.0,0.0,0.0
ndg_Latn,0.0485,0.0269,0.0485
vag_Latn,0.0097,0.0015,0.0097
bjv_Latn,0.0,0.0,0.0
kpz_Latn,0.0097,0.003,0.0097
tum_Latn,0.0194,0.0097,0.0194
jiv_Latn,0.0,0.0,0.0
bzh_Latn,0.0194,0.0022,0.0194
zho_Hani,0.1068,0.0418,0.1068
mox_Latn,0.0,0.0,0.0
zga_Latn,0.0,0.0,0.0
kxc_Ethi,0.0,0.0,0.0
mav_Latn,0.0097,0.0007,0.0097
knj_Latn,0.0097,0.0015,0.0097
bwq_Latn,0.0097,0.003,0.0097
aji_Latn,0.0097,0.009,0.0097
ppk_Latn,0.0194,0.0105,0.0194
khs_Latn,0.0097,0.0015,0.0097
xal_Cyrl,0.0,0.0,0.0
alp_Latn,0.0194,0.009,0.0194
wsk_Latn,0.0097,0.0052,0.0097
dnj_Latn,0.0,0.0,0.0
mwq_Latn,0.0097,0.0007,0.0097
bav_Latn,0.0,0.0,0.0
chd_Latn,0.0097,0.0007,0.0097
bba_Latn,0.0097,0.003,0.0097
cao_Latn,0.0097,0.0052,0.0097
sba_Latn,0.0097,0.006,0.0097
mkj_Latn,0.0194,0.0112,0.0194
asm_Beng,0.0194,0.006,0.0194
tsw_Latn,0.0,0.0,0.0
mzk_Latn,0.0097,0.0052,0.0097
mib_Latn,0.0097,0.003,0.0097
bxr_Cyrl,0.0291,0.0097,0.0291
yad_Latn,0.0097,0.0015,0.0097
csy_Latn,0.0097,0.0037,0.0097
bib_Latn,0.0097,0.0007,0.0097
mvn_Latn,0.0097,0.0022,0.0097
muy_Latn,0.0,0.0,0.0
xtm_Latn,0.0097,0.0015,0.0097
amo_Latn,0.0194,0.009,0.0194
lob_Latn,0.0,0.0,0.0
hwc_Latn,0.1553,0.1143,0.1553
sll_Latn,0.0097,0.0037,0.0097
nmo_Latn,0.0097,0.0007,0.0097
clu_Latn,0.0194,0.0119,0.0194
chu_Cyrl,0.4466,0.2621,0.4466
mwp_Latn,0.0,0.0,0.0
sxb_Latn,0.0097,0.0037,0.0097
mtg_Latn,0.0097,0.0007,0.0097
lmk_Latn,0.0,0.0,0.0
alq_Latn,0.0097,0.0022,0.0097
nya_Latn,0.0291,0.006,0.0291
eri_Latn,0.0097,0.0075,0.0097
knk_Latn,0.0097,0.0022,0.0097
maw_Latn,0.0,0.0,0.0
thk_Latn,0.0,0.0,0.0
mxb_Latn,0.0,0.0,0.0
swp_Latn,0.0097,0.0052,0.0097
yss_Latn,0.0097,0.0045,0.0097
bmr_Latn,0.0097,0.0067,0.0097
sqi_Latn,0.7379,0.3376,0.7379
yuj_Latn,0.0,0.0,0.0
pww_Thai,0.0,0.0,0.0
kpx_Latn,0.0,0.0,0.0
tuo_Latn,0.0,0.0,0.0
nak_Latn,0.0,0.0,0.0
xnn_Latn,0.0194,0.0082,0.0194
ade_Latn,0.0097,0.0037,0.0097
agr_Latn,0.0097,0.0037,0.0097
bzj_Latn,0.0194,0.0037,0.0194
mic_Latn,0.0097,0.0022,0.0097
urk_Thai,0.0,0.0,0.0
gnw_Latn,0.0,0.0,0.0
aak_Latn,0.0,0.0,0.0
nde_Latn,0.0388,0.0179,0.0388
omw_Latn,0.0,0.0,0.0
msa_Latn,0.0291,0.009,0.0291
bef_Latn,0.0,0.0,0.0
hae_Latn,0.0097,0.0022,0.0097
amn_Latn,0.0097,0.003,0.0097
mfq_Latn,0.0,0.0,0.0
any_Latn,0.0,0.0,0.0
mux_Latn,0.0,0.0,0.0
