code,Qwen/Qwen3-0.6B_max,Qwen/Qwen3-0.6B_mean,avg
srp_Cyrl,0.1845,0.0398,0.1845
kpv_Cyrl,0.0,0.0,0.0
nfr_Latn,0.0097,0.0033,0.0097
apu_Latn,0.0,0.0,0.0
hin_Latn,0.0097,0.004,0.0097
cta_Latn,0.0097,0.0003,0.0097
xon_Latn,0.0097,0.0037,0.0097
crx_Latn,0.0097,0.001,0.0097
afr_Latn,0.2621,0.0683,0.2621
qub_Latn,0.0097,0.0027,0.0097
kbq_Latn,0.0097,0.0003,0.0097
ife_Latn,0.0,0.0,0.0
poy_Latn,0.0097,0.001,0.0097
enm_Latn,0.4757,0.2367,0.4757
caq_Latn,0.0194,0.0013,0.0194
chz_Latn,0.0097,0.0003,0.0097
aln_Latn,0.0388,0.0084,0.0388
huu_Latn,0.0097,0.0013,0.0097
cop_Copt,0.0,0.0,0.0
mah_Latn,0.0194,0.0017,0.0194
fon_Latn,0.0097,0.001,0.0097
btx_Latn,0.0388,0.0181,0.0388
dhm_Latn,0.0097,0.0044,0.0097
xsu_Latn,0.0,0.0,0.0
aeb_Arab,0.0097,0.0007,0.0097
wer_Latn,0.0,0.0,0.0
agn_Latn,0.0291,0.0057,0.0291
awa_Deva,0.0097,0.0017,0.0097
tem_Latn,0.0097,0.0037,0.0097
kss_Latn,0.0,0.0,0.0
pne_Latn,0.0194,0.0074,0.0194
naw_Latn,0.0,0.0,0.0
atg_Latn,0.0,0.0,0.0
whk_Latn,0.0097,0.0044,0.0097
kuj_Latn,0.0097,0.001,0.0097
iri_Latn,0.0194,0.002,0.0194
eza_Latn,0.0097,0.001,0.0097
tih_Latn,0.0097,0.0064,0.0097
bud_Latn,0.0097,0.0003,0.0097
dyo_Latn,0.0194,0.0067,0.0194
hay_Latn,0.0194,0.0033,0.0194
guj_Gujr,0.0097,0.0007,0.0097
ary_Arab,0.0097,0.0007,0.0097
tlf_Latn,0.0,0.0,0.0
eus_Latn,0.0097,0.003,0.0097
tnn_Latn,0.0,0.0,0.0
rar_Latn,0.0194,0.0017,0.0194
aoz_Latn,0.0097,0.0037,0.0097
mgr_Latn,0.0097,0.001,0.0097
huv_Latn,0.0097,0.0017,0.0097
xuo_Latn,0.0194,0.0007,0.0194
zae_Latn,0.0194,0.002,0.0194
mwl_Latn,0.2524,0.0763,0.2524
mya_Mymr,0.0,0.0,0.0
heh_Latn,0.0097,0.0023,0.0097
gso_Latn,0.0097,0.0057,0.0097
bgr_Latn,0.0097,0.0023,0.0097
ebk_Latn,0.0194,0.006,0.0194
yim_Latn,0.0097,0.0007,0.0097
ubr_Latn,0.0097,0.008,0.0097
mak_Latn,0.0194,0.0027,0.0194
got_Latn,0.0097,0.002,0.0097
tbk_Latn,0.0097,0.0017,0.0097
ktu_Latn,0.0097,0.0007,0.0097
tqb_Latn,0.0,0.0,0.0
car_Latn,0.0097,0.002,0.0097
yva_Latn,0.0097,0.001,0.0097
hot_Latn,0.0097,0.0007,0.0097
kbr_Latn,0.0097,0.0017,0.0097
mmn_Latn,0.0097,0.0003,0.0097
nsa_Latn,0.0097,0.0013,0.0097
sue_Latn,0.0,0.0,0.0
mzw_Latn,0.0194,0.0017,0.0194
ceb_Latn,0.0485,0.01,0.0485
hnj_Latn,0.0,0.0,0.0
nav_Latn,0.0,0.0,0.0
ksr_Latn,0.0,0.0,0.0
deu_Latn,0.2136,0.0616,0.2136
tur_Latn,0.1748,0.0355,0.1748
ghs_Latn,0.0,0.0,0.0
mlp_Latn,0.0097,0.0003,0.0097
mog_Latn,0.0194,0.008,0.0194
qwh_Latn,0.0194,0.004,0.0194
faa_Latn,0.0097,0.0003,0.0097
zsr_Latn,0.0194,0.002,0.0194
top_Latn,0.0194,0.0027,0.0194
gbo_Latn,0.0,0.0,0.0
cjp_Latn,0.0,0.0,0.0
dip_Latn,0.0097,0.0017,0.0097
mcb_Latn,0.0097,0.0003,0.0097
esk_Latn,0.0097,0.004,0.0097
ljp_Latn,0.0388,0.0211,0.0388
bvr_Latn,0.0097,0.004,0.0097
smo_Latn,0.0194,0.0017,0.0194
kma_Latn,0.0097,0.0007,0.0097
maj_Latn,0.0097,0.0017,0.0097
knv_Latn,0.0097,0.0003,0.0097
bdd_Latn,0.0097,0.0013,0.0097
guw_Latn,0.0097,0.0013,0.0097
bgs_Latn,0.0097,0.0013,0.0097
lbj_Tibt,0.0097,0.0003,0.0097
cko_Latn,0.0097,0.0007,0.0097
zad_Latn,0.0194,0.0027,0.0194
mwm_Latn,0.0,0.0,0.0
gil_Latn,0.0097,0.0007,0.0097
mmo_Latn,0.0,0.0,0.0
ium_Laoo,0.0097,0.0003,0.0097
cas_Latn,0.0097,0.0027,0.0097
gyr_Latn,0.0097,0.002,0.0097
bkv_Latn,0.0097,0.001,0.0097
yuw_Latn,0.0,0.0,0.0
pib_Latn,0.0,0.0,0.0
hil_Latn,0.0583,0.0134,0.0583
apw_Latn,0.0,0.0,0.0
wol_Latn,0.0194,0.0057,0.0194
dad_Latn,0.0097,0.0007,0.0097
eka_Latn,0.0194,0.0037,0.0194
las_Latn,0.0097,0.0013,0.0097
cwt_Latn,0.0,0.0,0.0
kdj_Latn,0.0194,0.0054,0.0194
nuy_Latn,0.0097,0.006,0.0097
